CICLO,MES,CLAVE_DE_CONCEPTO,NOMBRE,TEMA,SUBTEMA,SECTOR,AMBITO,TIPO_DE_INFORMACION,BASE_DE_REGISTRO,UNIDAD_DE_MEDIDA,PERIODO_INICIO,PERIODO_FINAL,FRECUENCIA,DIFUSION,MONTO
2011,Junio,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-133263763
2013,Junio,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-157004218
2012,Junio,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-137108242
2014,Junio,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-217370077
2003,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-45292343
2002,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-35550752
2001,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-24639876
2006,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,309855
2004,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-34523468
2005,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,24640096
2007,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-31395226
2008,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-30030237
2009,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-2509365
2010,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-80344066
2011,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-95334729
2013,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-97136453
2012,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-64065973
2014,Septiembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-164600620
2003,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-85282739
2002,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-84871281
2006,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-238206439
2004,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-79068555
2005,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-92538903
2007,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-214653011
2001,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-40270814
2008,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-239302623
2009,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-131762029
2010,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-185038584
2011,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-126868879
2013,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-218602462
2012,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-194976416
2014,Diciembre,RF140,Gobierno Federal,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-158884494
2001,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-10203460
2006,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,28397380
2004,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,3297323
2007,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,16944560
2003,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,5655908
2002,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,12073838
2005,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,8665711
2008,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-23203682
2009,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,35699946
2010,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,2308914
2011,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,27462874
2013,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,32211437
2012,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,26221161
2014,Marzo,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-22061848
2003,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,5875821
2002,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,21421635
2001,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,7728082
2006,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-42414212
2004,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,16344469
2005,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,29540218
2007,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,40673210
2008,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,1175214
2009,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,6363915
2010,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,10597679
2011,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,5089905
2013,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,12123000
2012,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,29570974
2014,Junio,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,15282905
2003,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,3564266
2002,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,9641796
2001,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,746014
2006,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,25445677
2004,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,32456057
2005,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,17858224
2008,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,39930800
2009,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-34947562
2007,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,29792096
2010,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-13222726
2011,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,26252015
2013,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-31479404
2012,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,2940058
2014,Septiembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-35902501
2003,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-30280885
2002,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-32913568
2001,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-28022616
2006,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,69969419
2004,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-53079448
2005,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-44109593
2008,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,32735581
2009,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-25395522
2007,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,34315456
2010,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-25241341
2011,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-54918868
2013,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,4528956
2012,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-57600919
2014,Diciembre,RF150,Entidades paraestatales,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-5958257
2003,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-10469502
2002,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-18866634
2001,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-21884148
2004,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,14183427
2005,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-10705552
2007,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,7522001
2006,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-3088783
2008,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-1660422
2009,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-7363517
2011,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,1080318
2010,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-802872
2013,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,469442
2012,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-212095
2014,Marzo,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,3980553
2003,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-4048939
2002,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,52016
2001,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-4177053
2006,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,8916282
2005,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,1471456
2007,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,5759967
2004,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,66847045
2008,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,5127679
2009,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,3599879
2011,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,817724
