CICLO,MES,CLAVE_DE_CONCEPTO,NOMBRE,TEMA,SUBTEMA,SECTOR,AMBITO,TIPO_DE_INFORMACION,BASE_DE_REGISTRO,UNIDAD_DE_MEDIDA,PERIODO_INICIO,PERIODO_FINAL,FRECUENCIA,DIFUSION,MONTO
2001,Junio,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-20517255
2004,Junio,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-21615950
2005,Junio,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-17102591
2006,Junio,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,20744790
2008,Junio,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-52273048
2009,Junio,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-158939801
2010,Junio,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-123335678
2011,Junio,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-126259822
2013,Junio,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-158194918
2012,Junio,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-139804219
2014,Junio,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-208656208
2003,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-42892754
2002,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-42550729
2001,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-76810928
2004,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-4499040
2005,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,26906805
2007,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-5583173
2008,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,8578716
2009,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-96385985
2006,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,22093612
2010,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-108590766
2011,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-76151643
2013,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-137001519
2012,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-87840951
2014,Septiembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-207954361
2006,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-194941820
2003,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-119210418
2002,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-125341972
2001,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-90733121
2004,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-153878608
2008,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-299998589
2009,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-292836676
2005,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-147592865
2007,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-214237484
2010,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-280452056
2011,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-261615343
2013,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-330371471
2012,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-292856632
2014,Diciembre,RF120,RFSP sin ingresos recurrentes,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-296718090
2003,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,9888525
2002,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-19299359
2001,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-7040087
2004,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,21288423
2005,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,9013253
2006,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,12481959
2007,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,60919146
2008,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,66997065
2009,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-51515365
2010,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-13675348
2011,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-11415740
2013,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,7769391
2012,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-70933566
2014,Marzo,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-100534812
2003,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,15974352
2002,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,13184174
2001,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-16340164
2004,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-9118095
2005,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-15991997
2006,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,12760808
2007,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-18316740
2008,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-50076656
2009,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-66325139
2010,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-124222433
2011,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-125025212
2013,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-145086915
2012,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-106255891
2014,Junio,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-202504996
2003,Septiembre,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-42219977
2002,Septiembre,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-37831528
2001,Septiembre,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-25083710
2004,Septiembre,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-12973123
2005,Septiembre,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,41567258
2006,Septiembre,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,25127030
2007,Septiembre,RF130,Sector p?blico no financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-2170480
